service_id,date,exception_type
"757_109711","20180301","1"
"757_109711","20180302","1"
"757_109711","20180303","1"
"757_109711","20180304","1"
"757_109711","20180305","1"
"757_109711","20180306","1"
"757_109711","20180307","1"
"757_109711","20180308","1"
"757_109711","20180309","1"
"757_109711","20180310","1"
"757_109711","20180311","1"
"757_109711","20180312","1"
"757_109711","20180313","1"
"757_109711","20180314","1"
"757_109711","20180315","1"
"757_109711","20180316","1"
"757_109711","20180317","1"
"757_109711","20180318","1"
"757_109711","20180319","1"
"757_109711","20180320","1"
"757_109711","20180321","1"
"757_109711","20180322","1"
"757_109711","20180323","1"
"757_109711","20180324","1"
"757_109711","20180325","1"
"757_109711","20180326","1"
"757_109711","20180327","1"
"757_109711","20180328","1"
"757_109711","20180329","1"
"757_109711","20180330","1"
"757_109711","20180331","1"
"757_109711","20180401","1"
"757_109711","20180402","1"
"757_109711","20180403","1"
"757_109711","20180404","1"
"757_109711","20180405","1"
"757_109711","20180406","1"
"757_109711","20180407","1"
"757_109711","20180408","1"
"757_109711","20180409","1"
"757_109711","20180410","1"
"757_109711","20180411","1"
"757_109711","20180412","1"
"757_109711","20180413","1"
"757_109711","20180414","1"
"757_109711","20180415","1"
"757_109711","20180416","1"
"757_109711","20180417","1"
"757_109711","20180418","1"
"757_109711","20180419","1"
"757_109711","20180420","1"
"757_109711","20180421","1"
"757_109711","20180422","1"
"757_109711","20180423","1"
"757_109711","20180424","1"
"757_109711","20180425","1"
"757_109711","20180426","1"
"757_109711","20180427","1"
"757_109711","20180428","1"
"757_109711","20180429","1"
"757_109711","20180430","1"
"757_109711","20180501","1"
"757_109711","20180502","1"
"757_109711","20180503","1"
"757_109711","20180504","1"
"757_109711","20180505","1"
"757_109711","20180506","1"
"757_109711","20180507","1"
"757_109711","20180508","1"
"757_109711","20180509","1"
"757_109711","20180510","1"
"757_109711","20180511","1"
"757_109711","20180512","1"
"757_109711","20180513","1"
"757_109711","20180514","1"
"757_109711","20180515","1"
"757_109711","20180516","1"
"757_109711","20180517","1"
"757_109711","20180518","1"
"757_109711","20180519","1"
"757_109711","20180520","1"
"757_109711","20180521","1"
"757_109711","20180522","1"
"757_109711","20180523","1"
"757_109711","20180524","1"
"757_109711","20180525","1"
"757_109711","20180526","1"
"757_109711","20180527","1"
"757_109711","20180528","1"
"757_109711","20180529","1"
"757_109711","20180530","1"
"757_109711","20180531","1"
"757_109711","20180601","1"
"757_109730","20170502","1"
"757_109730","20170503","1"
"757_109730","20170504","1"
"757_109730","20170505","1"
"757_109730","20170508","1"
"757_109730","20170509","1"
"757_109730","20170510","1"
"757_109730","20170511","1"
"757_109730","20170512","1"
"757_109730","20170515","1"
"757_109730","20170516","1"
"757_109730","20170517","1"
"757_109730","20170518","1"
"757_109730","20170519","1"
"757_109730","20170522","1"
"757_109730","20170523","1"
"757_109730","20170524","1"
"757_109730","20170525","1"
"757_109730","20170526","1"
"757_109730","20170529","1"
"757_109730","20170530","1"
"757_109730","20170531","1"
"757_109730","20170601","1"
"757_109730","20170605","1"
"757_109730","20170606","1"
"757_109730","20170607","1"
"757_109730","20170915","1"
"757_109730","20170918","1"
"757_109730","20170919","1"
"757_109730","20170920","1"
"757_109730","20170921","1"
"757_109730","20170922","1"
"757_109730","20170925","1"
"757_109730","20170926","1"
"757_109730","20170927","1"
"757_109730","20170928","1"
"757_109730","20170929","1"
"757_109730","20171002","1"
"757_109730","20171003","1"
"757_109730","20171004","1"
"757_109730","20171005","1"
"757_109730","20171006","1"
"757_109730","20171009","1"
"757_109730","20171010","1"
"757_109730","20171011","1"
"757_109730","20171012","1"
"757_109730","20171013","1"
"757_109730","20171016","1"
"757_109730","20171017","1"
"757_109730","20171018","1"
"757_109730","20171019","1"
"757_109730","20171020","1"
"757_109730","20171023","1"
"757_109730","20171024","1"
"757_109730","20171025","1"
"757_109730","20171026","1"
"757_109730","20171027","1"
"757_109730","20171030","1"
"757_109730","20171031","1"
"757_109730","20171102","1"
"757_109730","20171103","1"
"757_109730","20171106","1"
"757_109730","20171107","1"
"757_109730","20171108","1"
"757_109730","20171109","1"
"757_109730","20171110","1"
"757_109730","20171113","1"
"757_109730","20171114","1"
"757_109730","20171115","1"
"757_109730","20171116","1"
"757_109730","20171117","1"
"757_109730","20171120","1"
"757_109730","20171121","1"
"757_109730","20171122","1"
"757_109730","20171123","1"
"757_109730","20171124","1"
"757_109730","20171127","1"
"757_109730","20171128","1"
"757_109730","20171129","1"
"757_109730","20171130","1"
"757_109730","20171201","1"
"757_109730","20171204","1"
"757_109730","20171205","1"
"757_109730","20171206","1"
"757_109730","20171207","1"
"757_109730","20171211","1"
"757_109730","20171212","1"
"757_109730","20171213","1"
"757_109730","20171214","1"
"757_109730","20171215","1"
"757_109730","20171218","1"
"757_109730","20171219","1"
"757_109730","20171220","1"
"757_109730","20171221","1"
"757_109730","20171222","1"
"757_109730","20171227","1"
"757_109730","20171228","1"
"757_109730","20171229","1"
"757_109730","20180102","1"
"757_109730","20180103","1"
"757_109730","20180104","1"
"757_109730","20180105","1"
"757_109730","20180108","1"
"757_109730","20180109","1"
"757_109730","20180110","1"
"757_109730","20180111","1"
"757_109730","20180112","1"
"757_109730","20180115","1"
"757_109730","20180116","1"
"757_109730","20180117","1"
"757_109730","20180118","1"
"757_109730","20180119","1"
"757_109730","20180122","1"
"757_109730","20180123","1"
"757_109730","20180124","1"
"757_109730","20180125","1"
"757_109730","20180126","1"
"757_109730","20180129","1"
"757_109730","20180130","1"
"757_109730","20180131","1"
"757_109730","20180201","1"
"757_109730","20180202","1"
"757_109730","20180205","1"
"757_109730","20180206","1"
"757_109730","20180207","1"
"757_109730","20180208","1"
"757_109730","20180209","1"
"757_109730","20180212","1"
"757_109730","20180213","1"
"757_109730","20180214","1"
"757_109730","20180215","1"
"757_109730","20180216","1"
"757_109730","20180219","1"
"757_109730","20180220","1"
"757_109730","20180221","1"
"757_109730","20180222","1"
"757_109730","20180223","1"
"757_109730","20180226","1"
"757_109730","20180227","1"
"757_109730","20180228","1"
"757_109730","20180301","1"
"757_109730","20180302","1"
"757_109730","20180305","1"
"757_109730","20180306","1"
"757_109730","20180307","1"
"757_109730","20180308","1"
"757_109730","20180309","1"
"757_109730","20180312","1"
"757_109730","20180313","1"
"757_109730","20180314","1"
"757_109730","20180315","1"
"757_109730","20180316","1"
"757_109730","20180319","1"
"757_109730","20180320","1"
"757_109730","20180321","1"
"757_109730","20180322","1"
"757_109730","20180323","1"
"757_109730","20180326","1"
"757_109730","20180327","1"
"757_109730","20180328","1"
"757_109730","20180329","1"
"757_109730","20180330","1"
"757_109730","20180403","1"
"757_109730","20180404","1"
"757_109730","20180405","1"
"757_109730","20180406","1"
"757_109730","20180409","1"
"757_109730","20180410","1"
"757_109730","20180411","1"
"757_109730","20180412","1"
"757_109730","20180413","1"
"757_109730","20180416","1"
"757_109730","20180417","1"
"757_109730","20180418","1"
"757_109730","20180419","1"
"757_109730","20180420","1"
"757_109730","20180423","1"
"757_109730","20180424","1"
"757_109730","20180426","1"
"757_109730","20180427","1"
"757_109730","20180430","1"
"757_109730","20180502","1"
"757_109730","20180503","1"
"757_109730","20180504","1"
"757_109730","20180507","1"
"757_109730","20180508","1"
"757_109730","20180509","1"
"757_109730","20180510","1"
"757_109730","20180511","1"
"757_109730","20180514","1"
"757_109730","20180515","1"
"757_109730","20180516","1"
"757_109730","20180517","1"
"757_109730","20180518","1"
"757_109730","20180521","1"
"757_109730","20180522","1"
"757_109730","20180523","1"
"757_109730","20180524","1"
"757_109730","20180525","1"
"757_109730","20180528","1"
"757_109730","20180529","1"
"757_109730","20180530","1"
"757_109730","20180531","1"
"757_109730","20180601","1"
"757_109770","20170506","1"
"757_109770","20170513","1"
"757_109770","20170520","1"
"757_109770","20170527","1"
"757_109770","20170603","1"
"757_109770","20170916","1"
"757_109770","20170923","1"
"757_109770","20170930","1"
"757_109770","20171007","1"
"757_109770","20171014","1"
"757_109770","20171021","1"
"757_109770","20171028","1"
"757_109770","20171104","1"
"757_109770","20171111","1"
"757_109770","20171118","1"
"757_109770","20171125","1"
"757_109770","20171202","1"
"757_109770","20171209","1"
"757_109770","20171216","1"
"757_109770","20171223","1"
"757_109770","20180113","1"
"757_109770","20180120","1"
"757_109770","20180127","1"
"757_109770","20180203","1"
"757_109770","20180210","1"
"757_109770","20180217","1"
"757_109770","20180224","1"
"757_109770","20180303","1"
"757_109770","20180310","1"
"757_109770","20180317","1"
"757_109770","20180324","1"
"757_109770","20180407","1"
"757_109770","20180414","1"
"757_109770","20180421","1"
"757_109770","20180428","1"
"757_109770","20180505","1"
"757_109770","20180512","1"
"757_109770","20180519","1"
"757_109770","20180526","1"
"757_109790","20170502","1"
"757_109790","20170503","1"
"757_109790","20170504","1"
"757_109790","20170505","1"
"757_109790","20170508","1"
"757_109790","20170509","1"
"757_109790","20170510","1"
"757_109790","20170511","1"
"757_109790","20170512","1"
"757_109790","20170515","1"
"757_109790","20170516","1"
"757_109790","20170517","1"
"757_109790","20170518","1"
"757_109790","20170519","1"
"757_109790","20170522","1"
"757_109790","20170523","1"
"757_109790","20170524","1"
"757_109790","20170525","1"
"757_109790","20170526","1"
"757_109790","20170529","1"
"757_109790","20170530","1"
"757_109790","20170531","1"
"757_109790","20170601","1"
"757_109790","20170605","1"
"757_109790","20170606","1"
"757_109790","20170607","1"
"757_109790","20170915","1"
"757_109790","20170918","1"
"757_109790","20170919","1"
"757_109790","20170920","1"
"757_109790","20170921","1"
"757_109790","20170922","1"
"757_109790","20170925","1"
"757_109790","20170926","1"
"757_109790","20170927","1"
"757_109790","20170928","1"
"757_109790","20170929","1"
"757_109790","20171002","1"
"757_109790","20171003","1"
"757_109790","20171004","1"
"757_109790","20171005","1"
"757_109790","20171006","1"
"757_109790","20171009","1"
"757_109790","20171010","1"
"757_109790","20171011","1"
"757_109790","20171012","1"
"757_109790","20171013","1"
"757_109790","20171016","1"
"757_109790","20171017","1"
"757_109790","20171018","1"
"757_109790","20171019","1"
"757_109790","20171020","1"
"757_109790","20171023","1"
"757_109790","20171024","1"
"757_109790","20171025","1"
"757_109790","20171026","1"
"757_109790","20171027","1"
"757_109790","20171030","1"
"757_109790","20171031","1"
"757_109790","20171103","1"
"757_109790","20171106","1"
"757_109790","20171107","1"
"757_109790","20171108","1"
"757_109790","20171109","1"
"757_109790","20171110","1"
"757_109790","20171113","1"
"757_109790","20171114","1"
"757_109790","20171115","1"
"757_109790","20171116","1"
"757_109790","20171117","1"
"757_109790","20171120","1"
"757_109790","20171121","1"
"757_109790","20171122","1"
"757_109790","20171123","1"
"757_109790","20171124","1"
"757_109790","20171127","1"
"757_109790","20171128","1"
"757_109790","20171129","1"
"757_109790","20171130","1"
"757_109790","20171201","1"
"757_109790","20171204","1"
"757_109790","20171205","1"
"757_109790","20171206","1"
"757_109790","20171207","1"
"757_109790","20171211","1"
"757_109790","20171212","1"
"757_109790","20171213","1"
"757_109790","20171214","1"
"757_109790","20171215","1"
"757_109790","20171218","1"
"757_109790","20171219","1"
"757_109790","20171220","1"
"757_109790","20171221","1"
"757_109790","20171222","1"
"757_109790","20180108","1"
"757_109790","20180109","1"
"757_109790","20180110","1"
"757_109790","20180111","1"
"757_109790","20180112","1"
"757_109790","20180115","1"
"757_109790","20180116","1"
"757_109790","20180117","1"
"757_109790","20180118","1"
"757_109790","20180119","1"
"757_109790","20180122","1"
"757_109790","20180123","1"
"757_109790","20180124","1"
"757_109790","20180125","1"
"757_109790","20180126","1"
"757_109790","20180129","1"
"757_109790","20180130","1"
"757_109790","20180131","1"
"757_109790","20180201","1"
"757_109790","20180202","1"
"757_109790","20180205","1"
"757_109790","20180206","1"
"757_109790","20180207","1"
"757_109790","20180208","1"
"757_109790","20180209","1"
"757_109790","20180212","1"
"757_109790","20180213","1"
"757_109790","20180214","1"
"757_109790","20180215","1"
"757_109790","20180216","1"
"757_109790","20180219","1"
"757_109790","20180220","1"
"757_109790","20180221","1"
"757_109790","20180222","1"
"757_109790","20180223","1"
"757_109790","20180226","1"
"757_109790","20180227","1"
"757_109790","20180228","1"
"757_109790","20180301","1"
"757_109790","20180302","1"
"757_109790","20180305","1"
"757_109790","20180306","1"
"757_109790","20180307","1"
"757_109790","20180308","1"
"757_109790","20180309","1"
"757_109790","20180312","1"
"757_109790","20180313","1"
"757_109790","20180314","1"
"757_109790","20180315","1"
"757_109790","20180316","1"
"757_109790","20180319","1"
"757_109790","20180320","1"
"757_109790","20180321","1"
"757_109790","20180322","1"
"757_109790","20180323","1"
"757_109790","20180326","1"
"757_109790","20180327","1"
"757_109790","20180328","1"
"757_109790","20180404","1"
"757_109790","20180405","1"
"757_109790","20180406","1"
"757_109790","20180409","1"
"757_109790","20180410","1"
"757_109790","20180411","1"
"757_109790","20180412","1"
"757_109790","20180413","1"
"757_109790","20180416","1"
"757_109790","20180417","1"
"757_109790","20180418","1"
"757_109790","20180419","1"
"757_109790","20180420","1"
"757_109790","20180423","1"
"757_109790","20180424","1"
"757_109790","20180426","1"
"757_109790","20180427","1"
"757_109790","20180430","1"
"757_109790","20180502","1"
"757_109790","20180503","1"
"757_109790","20180504","1"
"757_109790","20180507","1"
"757_109790","20180508","1"
"757_109790","20180509","1"
"757_109790","20180510","1"
"757_109790","20180511","1"
"757_109790","20180514","1"
"757_109790","20180515","1"
"757_109790","20180516","1"
"757_109790","20180517","1"
"757_109790","20180518","1"
"757_109790","20180521","1"
"757_109790","20180522","1"
"757_109790","20180523","1"
"757_109790","20180524","1"
"757_109790","20180525","1"
"757_109790","20180528","1"
"757_109790","20180529","1"
"757_109790","20180530","1"
"757_109790","20180531","1"
"757_109790","20180601","1"
"757_109791","20170502","1"
"757_109791","20170503","1"
"757_109791","20170504","1"
"757_109791","20170505","1"
"757_109791","20170506","1"
"757_109791","20170508","1"
"757_109791","20170509","1"
"757_109791","20170510","1"
"757_109791","20170511","1"
"757_109791","20170512","1"
"757_109791","20170513","1"
"757_109791","20170515","1"
"757_109791","20170516","1"
"757_109791","20170517","1"
"757_109791","20170518","1"
"757_109791","20170519","1"
"757_109791","20170520","1"
"757_109791","20170522","1"
"757_109791","20170523","1"
"757_109791","20170524","1"
"757_109791","20170525","1"
"757_109791","20170526","1"
"757_109791","20170527","1"
"757_109791","20170529","1"
"757_109791","20170530","1"
"757_109791","20170531","1"
"757_109791","20170601","1"
"757_109791","20170603","1"
"757_109791","20170605","1"
"757_109791","20170606","1"
"757_109791","20170607","1"
"757_109792","20170506","1"
"757_109792","20170513","1"
"757_109792","20170520","1"
"757_109792","20170527","1"
"757_109792","20170603","1"
"757_109793","20170502","1"
"757_109793","20170503","1"
"757_109793","20170504","1"
"757_109793","20170505","1"
"757_109793","20170508","1"
"757_109793","20170509","1"
"757_109793","20170510","1"
"757_109793","20170511","1"
"757_109793","20170512","1"
"757_109793","20170515","1"
"757_109793","20170516","1"
"757_109793","20170517","1"
"757_109793","20170518","1"
"757_109793","20170519","1"
"757_109793","20170522","1"
"757_109793","20170523","1"
"757_109793","20170524","1"
"757_109793","20170525","1"
"757_109793","20170526","1"
"757_109793","20170529","1"
"757_109793","20170530","1"
"757_109793","20170531","1"
"757_109793","20170601","1"
"757_109793","20170605","1"
"757_109793","20170606","1"
"757_109793","20170607","1"
"757_109794","20170502","1"
"757_109794","20170503","1"
"757_109794","20170504","1"
"757_109794","20170505","1"
"757_109794","20170506","1"
"757_109794","20170508","1"
"757_109794","20170509","1"
"757_109794","20170510","1"
"757_109794","20170511","1"
"757_109794","20170512","1"
"757_109794","20170513","1"
"757_109794","20170515","1"
"757_109794","20170516","1"
"757_109794","20170517","1"
"757_109794","20170518","1"
"757_109794","20170519","1"
"757_109794","20170520","1"
"757_109794","20170522","1"
"757_109794","20170523","1"
"757_109794","20170524","1"
"757_109794","20170525","1"
"757_109794","20170526","1"
"757_109794","20170527","1"
"757_109794","20170529","1"
"757_109794","20170530","1"
"757_109794","20170531","1"
"757_109794","20170601","1"
"757_109794","20170603","1"
"757_109794","20170605","1"
"757_109794","20170606","1"
"757_109794","20170607","1"
"757_109794","20170915","1"
"757_109794","20170916","1"
"757_109794","20170918","1"
"757_109794","20170919","1"
"757_109794","20170920","1"
"757_109794","20170921","1"
"757_109794","20170922","1"
"757_109794","20170923","1"
"757_109794","20170925","1"
"757_109794","20170926","1"
"757_109794","20170927","1"
"757_109794","20170928","1"
"757_109794","20170929","1"
"757_109794","20170930","1"
"757_109794","20171002","1"
"757_109794","20171003","1"
"757_109794","20171004","1"
"757_109794","20171005","1"
"757_109794","20171006","1"
"757_109794","20171007","1"
"757_109794","20171009","1"
"757_109794","20171010","1"
"757_109794","20171011","1"
"757_109794","20171012","1"
"757_109794","20171013","1"
"757_109794","20171014","1"
"757_109794","20171016","1"
"757_109794","20171017","1"
"757_109794","20171018","1"
"757_109794","20171019","1"
"757_109794","20171020","1"
"757_109794","20171021","1"
"757_109794","20171023","1"
"757_109794","20171024","1"
"757_109794","20171025","1"
"757_109794","20171026","1"
"757_109794","20171027","1"
"757_109794","20171028","1"
"757_109794","20171030","1"
"757_109794","20171031","1"
"757_109794","20171103","1"
"757_109794","20171104","1"
"757_109794","20171106","1"
"757_109794","20171107","1"
"757_109794","20171108","1"
"757_109794","20171109","1"
"757_109794","20171110","1"
"757_109794","20171111","1"
"757_109794","20171113","1"
"757_109794","20171114","1"
"757_109794","20171115","1"
"757_109794","20171116","1"
"757_109794","20171117","1"
"757_109794","20171118","1"
"757_109794","20171120","1"
"757_109794","20171121","1"
"757_109794","20171122","1"
"757_109794","20171123","1"
"757_109794","20171124","1"
"757_109794","20171125","1"
"757_109794","20171127","1"
"757_109794","20171128","1"
"757_109794","20171129","1"
"757_109794","20171130","1"
"757_109794","20171201","1"
"757_109794","20171202","1"
"757_109794","20171204","1"
"757_109794","20171205","1"
"757_109794","20171206","1"
"757_109794","20171207","1"
"757_109794","20171209","1"
"757_109794","20171211","1"
"757_109794","20171212","1"
"757_109794","20171213","1"
"757_109794","20171214","1"
"757_109794","20171215","1"
"757_109794","20171216","1"
"757_109794","20171218","1"
"757_109794","20171219","1"
"757_109794","20171220","1"
"757_109794","20171221","1"
"757_109794","20171222","1"
"757_109794","20171223","1"
"757_109794","20180108","1"
"757_109794","20180109","1"
"757_109794","20180110","1"
"757_109794","20180111","1"
"757_109794","20180112","1"
"757_109794","20180113","1"
"757_109794","20180115","1"
"757_109794","20180116","1"
"757_109794","20180117","1"
"757_109794","20180118","1"
"757_109794","20180119","1"
"757_109794","20180120","1"
"757_109794","20180122","1"
"757_109794","20180123","1"
"757_109794","20180124","1"
"757_109794","20180125","1"
"757_109794","20180126","1"
"757_109794","20180127","1"
"757_109794","20180129","1"
"757_109794","20180130","1"
"757_109794","20180131","1"
"757_109794","20180201","1"
"757_109794","20180202","1"
"757_109794","20180203","1"
"757_109794","20180205","1"
"757_109794","20180206","1"
"757_109794","20180207","1"
"757_109794","20180208","1"
"757_109794","20180209","1"
"757_109794","20180210","1"
"757_109794","20180212","1"
"757_109794","20180213","1"
"757_109794","20180214","1"
"757_109794","20180215","1"
"757_109794","20180216","1"
"757_109794","20180217","1"
"757_109794","20180219","1"
"757_109794","20180220","1"
"757_109794","20180221","1"
"757_109794","20180222","1"
"757_109794","20180223","1"
"757_109794","20180224","1"
"757_109794","20180226","1"
"757_109794","20180227","1"
"757_109794","20180228","1"
"757_109794","20180301","1"
"757_109794","20180302","1"
"757_109794","20180303","1"
"757_109794","20180305","1"
"757_109794","20180306","1"
"757_109794","20180307","1"
"757_109794","20180308","1"
"757_109794","20180309","1"
"757_109794","20180310","1"
"757_109794","20180312","1"
"757_109794","20180313","1"
"757_109794","20180314","1"
"757_109794","20180315","1"
"757_109794","20180316","1"
"757_109794","20180317","1"
"757_109794","20180319","1"
"757_109794","20180320","1"
"757_109794","20180321","1"
"757_109794","20180322","1"
"757_109794","20180323","1"
"757_109794","20180324","1"
"757_109794","20180326","1"
"757_109794","20180327","1"
"757_109794","20180328","1"
"757_109794","20180404","1"
"757_109794","20180405","1"
"757_109794","20180406","1"
"757_109794","20180407","1"
"757_109794","20180409","1"
"757_109794","20180410","1"
"757_109794","20180411","1"
"757_109794","20180412","1"
"757_109794","20180413","1"
"757_109794","20180414","1"
"757_109794","20180416","1"
"757_109794","20180417","1"
"757_109794","20180418","1"
"757_109794","20180419","1"
"757_109794","20180420","1"
"757_109794","20180421","1"
"757_109794","20180423","1"
"757_109794","20180424","1"
"757_109794","20180426","1"
"757_109794","20180427","1"
"757_109794","20180428","1"
"757_109794","20180430","1"
"757_109794","20180502","1"
"757_109794","20180503","1"
"757_109794","20180504","1"
"757_109794","20180505","1"
"757_109794","20180507","1"
"757_109794","20180508","1"
"757_109794","20180509","1"
"757_109794","20180510","1"
"757_109794","20180511","1"
"757_109794","20180512","1"
"757_109794","20180514","1"
"757_109794","20180515","1"
"757_109794","20180516","1"
"757_109794","20180517","1"
"757_109794","20180518","1"
"757_109794","20180519","1"
"757_109794","20180521","1"
"757_109794","20180522","1"
"757_109794","20180523","1"
"757_109794","20180524","1"
"757_109794","20180525","1"
"757_109794","20180526","1"
"757_109794","20180528","1"
"757_109794","20180529","1"
"757_109794","20180530","1"
"757_109794","20180531","1"
"757_109794","20180601","1"
"757_109795","20170502","1"
"757_109795","20170503","1"
"757_109795","20170504","1"
"757_109795","20170505","1"
"757_109795","20170506","1"
"757_109795","20170508","1"
"757_109795","20170509","1"
"757_109795","20170510","1"
"757_109795","20170511","1"
"757_109795","20170512","1"
"757_109795","20170513","1"
"757_109795","20170515","1"
"757_109795","20170516","1"
"757_109795","20170517","1"
"757_109795","20170518","1"
"757_109795","20170519","1"
"757_109795","20170520","1"
"757_109795","20170522","1"
"757_109795","20170523","1"
"757_109795","20170524","1"
"757_109795","20170525","1"
"757_109795","20170526","1"
"757_109795","20170527","1"
"757_109795","20170529","1"
"757_109795","20170530","1"
"757_109795","20170531","1"
"757_109795","20170601","1"
"757_109795","20170603","1"
"757_109795","20170605","1"
"757_109795","20170606","1"
"757_109795","20170607","1"
"757_109795","20170915","1"
"757_109795","20170916","1"
"757_109795","20170918","1"
"757_109795","20170919","1"
"757_109795","20170920","1"
"757_109795","20170921","1"
"757_109795","20170922","1"
"757_109795","20170923","1"
"757_109795","20170925","1"
"757_109795","20170926","1"
"757_109795","20170927","1"
"757_109795","20170928","1"
"757_109795","20170929","1"
"757_109795","20170930","1"
"757_109795","20171002","1"
"757_109795","20171003","1"
"757_109795","20171004","1"
"757_109795","20171005","1"
"757_109795","20171006","1"
"757_109795","20171007","1"
"757_109795","20171009","1"
"757_109795","20171010","1"
"757_109795","20171011","1"
"757_109795","20171012","1"
"757_109795","20171013","1"
"757_109795","20171014","1"
"757_109795","20171016","1"
"757_109795","20171017","1"
"757_109795","20171018","1"
"757_109795","20171019","1"
"757_109795","20171020","1"
"757_109795","20171021","1"
"757_109795","20171023","1"
"757_109795","20171024","1"
"757_109795","20171025","1"
"757_109795","20171026","1"
"757_109795","20171027","1"
"757_109795","20171028","1"
"757_109795","20171030","1"
"757_109795","20171031","1"
"757_109795","20171103","1"
"757_109795","20171104","1"
"757_109795","20171106","1"
"757_109795","20171107","1"
"757_109795","20171108","1"
"757_109795","20171109","1"
"757_109795","20171110","1"
"757_109795","20171111","1"
"757_109795","20171113","1"
"757_109795","20171114","1"
"757_109795","20171115","1"
"757_109795","20171116","1"
"757_109795","20171117","1"
"757_109795","20171118","1"
"757_109795","20171120","1"
"757_109795","20171121","1"
"757_109795","20171122","1"
"757_109795","20171123","1"
"757_109795","20171124","1"
"757_109795","20171125","1"
"757_109795","20171127","1"
"757_109795","20171128","1"
"757_109795","20171129","1"
"757_109795","20171130","1"
"757_109795","20171201","1"
"757_109795","20171202","1"
"757_109795","20171204","1"
"757_109795","20171205","1"
"757_109795","20171206","1"
"757_109795","20171207","1"
"757_109795","20171209","1"
"757_109795","20171211","1"
"757_109795","20171212","1"
"757_109795","20171213","1"
"757_109795","20171214","1"
"757_109795","20171215","1"
"757_109795","20171216","1"
"757_109795","20171218","1"
"757_109795","20171219","1"
"757_109795","20171220","1"
"757_109795","20171221","1"
"757_109795","20171222","1"
"757_109795","20171223","1"
"757_109795","20180108","1"
"757_109795","20180109","1"
"757_109795","20180110","1"
"757_109795","20180111","1"
"757_109795","20180112","1"
"757_109795","20180113","1"
"757_109795","20180115","1"
"757_109795","20180116","1"
"757_109795","20180117","1"
"757_109795","20180118","1"
"757_109795","20180119","1"
"757_109795","20180120","1"
"757_109795","20180122","1"
"757_109795","20180123","1"
"757_109795","20180124","1"
"757_109795","20180125","1"
"757_109795","20180126","1"
"757_109795","20180127","1"
"757_109795","20180129","1"
"757_109795","20180130","1"
"757_109795","20180131","1"
"757_109795","20180201","1"
"757_109795","20180202","1"
"757_109795","20180203","1"
"757_109795","20180205","1"
"757_109795","20180206","1"
"757_109795","20180207","1"
"757_109795","20180208","1"
"757_109795","20180209","1"
"757_109795","20180210","1"
"757_109795","20180212","1"
"757_109795","20180213","1"
"757_109795","20180214","1"
"757_109795","20180215","1"
"757_109795","20180216","1"
"757_109795","20180217","1"
"757_109795","20180219","1"
"757_109795","20180220","1"
"757_109795","20180221","1"
"757_109795","20180222","1"
"757_109795","20180223","1"
"757_109795","20180224","1"
"757_109795","20180226","1"
"757_109795","20180227","1"
"757_109795","20180228","1"
"757_109795","20180301","1"
"757_109795","20180302","1"
"757_109795","20180303","1"
"757_109795","20180305","1"
"757_109795","20180306","1"
"757_109795","20180307","1"
"757_109795","20180308","1"
"757_109795","20180309","1"
"757_109795","20180310","1"
"757_109795","20180312","1"
"757_109795","20180313","1"
"757_109795","20180314","1"
"757_109795","20180315","1"
"757_109795","20180316","1"
"757_109795","20180317","1"
"757_109795","20180319","1"
"757_109795","20180320","1"
"757_109795","20180321","1"
"757_109795","20180322","1"
"757_109795","20180323","1"
"757_109795","20180324","1"
"757_109795","20180326","1"
"757_109795","20180327","1"
"757_109795","20180328","1"
"757_109795","20180404","1"
"757_109795","20180405","1"
"757_109795","20180406","1"
"757_109795","20180407","1"
"757_109795","20180409","1"
"757_109795","20180410","1"
"757_109795","20180411","1"
"757_109795","20180412","1"
"757_109795","20180413","1"
"757_109795","20180414","1"
"757_109795","20180416","1"
"757_109795","20180417","1"
"757_109795","20180418","1"
"757_109795","20180419","1"
"757_109795","20180420","1"
"757_109795","20180421","1"
"757_109795","20180423","1"
"757_109795","20180424","1"
"757_109795","20180426","1"
"757_109795","20180427","1"
"757_109795","20180428","1"
"757_109795","20180430","1"
"757_109795","20180502","1"
"757_109795","20180503","1"
"757_109795","20180504","1"
"757_109795","20180505","1"
"757_109795","20180507","1"
"757_109795","20180508","1"
"757_109795","20180509","1"
"757_109795","20180510","1"
"757_109795","20180511","1"
"757_109795","20180512","1"
"757_109795","20180514","1"
"757_109795","20180515","1"
"757_109795","20180516","1"
"757_109795","20180517","1"
"757_109795","20180518","1"
"757_109795","20180519","1"
"757_109795","20180521","1"
"757_109795","20180522","1"
"757_109795","20180523","1"
"757_109795","20180524","1"
"757_109795","20180525","1"
"757_109795","20180526","1"
"757_109795","20180528","1"
"757_109795","20180529","1"
"757_109795","20180530","1"
"757_109795","20180531","1"
"757_109795","20180601","1"
"757_109796","20170502","1"
"757_109796","20170503","1"
"757_109796","20170504","1"
"757_109796","20170505","1"
"757_109796","20170508","1"
"757_109796","20170509","1"
"757_109796","20170510","1"
"757_109796","20170511","1"
"757_109796","20170512","1"
"757_109796","20170515","1"
"757_109796","20170516","1"
"757_109796","20170517","1"
"757_109796","20170518","1"
"757_109796","20170519","1"
"757_109796","20170522","1"
"757_109796","20170523","1"
"757_109796","20170524","1"
"757_109796","20170525","1"
"757_109796","20170526","1"
"757_109796","20170529","1"
"757_109796","20170530","1"
